i	0.008063203422937402
my	0.005604129848386197
to	0.0043077388149939545
and	0.004104269370291136
the	0.003877546274765138
.	0.0038659194493535485
not	0.0037729048460608317
a	0.003691517068179704
me	0.003319458655008836
must	0.0030985489721886334
have	0.0027613710352525347
be	0.0027148637336061763
.	0.007603565810173046
i	0.0065023597273203984
to	0.00519140010487677
and	0.004876769795490299
,	0.003932878867330886
the	0.0037231253277399054
me	0.0036706869428421605
my	0.0031987414787624543
that	0.003146303093864709
is	0.002674357629785003
a	0.0025170424750917673
.	0.0062486835638559295
i	0.006178473636172154
and	0.004423225444077793
to	0.003791336094923822
my	0.0035807063118724987
,	0.0035104963841887243
me	0.0032296566734536262
of	0.002878607035034754
a	0.002878607035034754
the	0.002738187179667205
feel	0.0023871375412483327
that	0.002316927613564558
it	0.0022467176858807837
is	0.0021062978305132346
for	0.0020360879028294603
or	0.0020360879028294603
have	0.0019658779751456855
in	0.0019658779751456855
but	0.0019658779751456855
.	0.005832253286428439
i	0.005369376041473801
and	0.004443621551564525
to	0.0037030179596371044
a	0.0037030179596371044
the	0.0036104425106461766
,	0.0036104425106461766
my	0.0024995371227550453
in	0.0024995371227550453
have	0.0022218107757822625
but	0.002129235326791335
it	0.002129235326791335
for	0.002036659877800407
that	0.0019440844288094797
of	0.0018515089798185522
is	0.0018515089798185522
me	0.0017589335308276245
.	0.007533862306644225
i	0.006491945179129598
and	0.005049290694878576
to	0.0047287008094894604
my	0.0036867836819748337
,	0.003446341267932997
of	0.0032860463252384385
me	0.0030456039111966017
that	0.0030456039111966017
the	0.002725014025807486
will	0.002725014025807486
but	0.0025647190831129276
a	0.0025647190831129276
it	0.0024845716117656486
i’m	0.0023242766690710908
.	0.007769929364278507
i	0.0060040363269424826
and	0.004994954591321897
to	0.004086781029263371
,	0.004036326942482341
my	0.003834510595358224
the	0.0033299697275479315
me	0.0028254288597376388
a	0.0027749747729566097
of	0.002674066599394551
have	0.0025731584258324924
.	0.006607929515418502
i	0.0065263501386849405
and	0.004568445097079458
,	0.0038342307064774027
to	0.003752651329743841
my	0.0034263338228095936
feel	0.0032631750693424702
the	0.003100016315875347
of	0.003018436939141785
that	0.0028552781856746616
me	0.0026921194322075378
have	0.0026921194322075378
like	0.0026921194322075378
a	0.002365801925273291
but	0.0022026431718061676
i feel	0.0022026431718061676
i’m	0.0021210637950726057
it	0.0021210637950726057
in	0.002039484418339044
.	0.006452581032412965
i	0.00585234093637455
and	0.004726890756302521
,	0.004051620648259304
my	0.0039015606242496998
to	0.003601440576230492
me	0.003001200480192077
a	0.002851140456182473
the	0.0027010804321728693
of	0.0027010804321728693
have	0.002475990396158463
but	0.0024009603841536613
it	0.0021008403361344537
. i	0.002025810324129652
is	0.002025810324129652
and i	0.0019507803121248499
.	0.006665820213306247
i	0.005205688166582022
and	0.004951752158456069
to	0.003999492127983748
,	0.003999492127983748
a	0.00393600812595226
my	0.002920264093448451
of	0.0025393600812595226
the	0.0021584560690705943
is	0.002031488065007618
in	0.002031488065007618
that	0.002031488065007618
.	0.005796842950147151
i	0.005440114153215018
and	0.004414518862035138
to	0.003834834567020423
,	0.0037902434674039064
my	0.003433514670471774
me	0.003032194773923125
a	0.003032194773923125
the	0.0025862837777579596
of	0.002407919379291893
it	0.0022741460804423437
that	0.0021849638812093107
have	0.0020957816819762777
in	0.0020065994827432447
is	0.0018728261838936947
for	0.0018728261838936947
. i	0.0018728261838936947
feel	0.0017390528850441452
like	0.0017390528850441452
i	0.006961395895488654
.	0.0067805804176837535
to	0.005243648856342103
and	0.004610794684024953
,	0.0043395714673176026
but	0.003345086339390652
the	0.0029834553837808516
that	0.0028930476448784017
a	0.0025314166892686013
know	0.0025314166892686013
my	0.0025314166892686013
it	0.0023506012114637015
have	0.0023506012114637015
feel	0.002260193472561251
be	0.0021697857336588013
