and	0.0020760393391861223
i	0.0020478896532310563
a	0.001958162529249283
to	0.0019264941325498337
the	0.001901863157339151
my	0.0018297295870792942
in	0.0016467566283713648
of	0.0015200830415735675
for	0.0014479494713137107
have	0.0014092436531254948
with	0.0014039655870089198
that	0.0013934094547757702
from	0.001342388148982213
me	0.0012878481324442724
is	0.0012790513555833143
it	0.0012702545787223562
but	0.0012421048927672902
was	0.0012227519836731822
.	0.0010784848431534685
been	0.0010151480497545698
on	0.0009676454547053959
i have	0.0009588486778444378
this	0.0009570893224722462
,	0.0009430144794947132
:	0.0009271802811449885
not	0.0009183835042840304
at	0.0009166241489118387
when	0.0008884744629567726
and i	0.0008796776860958145
about	0.0008321750910466405
or	0.0008321750910466405
had	0.0008110628265803409
has	0.0007741163637643168
years	0.0007741163637643168
as	0.0007741163637643168
he	0.0007688382976477418
be	0.0007336511902039092
am	0.0007283731240873344
do	0.0007125389257376097
i was	0.0006967047273878851
so	0.0006949453720156934
just	0.0006896673058991186
time	0.0006826298844103521
we	0.0006791111736659688
in the	0.000668555041432819
i am	0.0006597582645718608
. i	0.0006579989091996692
she	0.000649202132338711
out	0.0006456834215943278
like	0.000640405355477753
her	0.0006351272893611781
